"Time","Temp Avg","Temp Low","Temp High","Heat Index","Wind Chill","Temp (Day) Low","Temp (Day) High","Hum Avg","Hum Low","Hum High","Dew Point","Hum (Day) Low","Hum (Day) High","Baro Avg","Baro Low","Baro High","Baro (Day) Low","Baro (Day) High","Windspeed","Wind Direction","Gust","Gust Direction","Gust (Day) Max","Gust (Day) Direction","Leaf Wetness (Minutes)","Leaf Wetness (Day)","Solar Radiation Avg","Solar Radiation Sum (Interval)","Solar Radiation Sum (Day)","Interval Precip","Day Precip","Inside Temp Avg","Inside Temp Low","Inside Temp High","Inside Temp (Day) Low","Inside Temp (Day) High","Station Voltage","UV Index","Battery Voltage 2"
"2018-06-15 15:00:00","16.7",,,"16.7","16.7",,,"76",,,"12.4",,,"724.5",,,,,"6.4","225","20.6",,,,,,"110",,,"0.0","0.0",,,,,,"6.9",,"13.9"
"2018-06-15 15:15:00","16.7",,,"16.7","16.7",,,"74",,,"12.0",,,"724.3",,,,,"4.2","263","21.4",,,,,,"50",,,"0.5","0.0",,,,,,"6.8",,"13.7"
"2018-06-15 15:30:00","15.7",,,"15.7","15.7",,,"79",,,"12.1",,,"724.4",,,,,"12.1","113","22.5",,,,,,"14",,,"0.8","0.5",,,,,,"6.8",,"13.5"
"2018-06-15 15:45:00","14.7",,,"14.7","14.7",,,"81",,,"11.5",,,"724.2",,,,,"24.6","78","38.3",,,,,,"33",,,"0.5","1.3",,,,,,"6.7",,"13.6"
"2018-06-15 16:00:00","13.8",,,"13.8","13.8",,,"77",,,"9.9",,,"724.1",,,,,"19.2","90","38.6",,,,,,"49",,,"0.8","1.8",,,,,,"6.7",,"13.8"
"2018-06-15 16:15:00","13.3",,,"13.3","13.3",,,"80",,,"9.9",,,"724.1",,,,,"11.1","111","16.9",,,,,,"93",,,"2.0","2.5",,,,,,"6.7",,"13.9"
"2018-06-15 16:30:00","13.6",,,"13.6","13.6",,,"85",,,"11.1",,,"724.2",,,,,"6.6","106","16.1",,,,,,"150",,,"0.0","4.6",,,,,,"6.7",,"13.9"
"2018-06-15 16:45:00","14.2",,,"14.2","14.2",,,"82",,,"11.2",,,"724.3",,,,,"7.1","109","18.3",,,,,,"197",,,"0.0","4.6",,,,,,"6.7",,"13.9"
"2018-06-15 17:00:00","14.3",,,"14.3","14.3",,,"77",,,"10.3",,,"724.4",,,,,"5.1","106","11.3",,,,,,"92",,,"0.3","4.6",,,,,,"6.7",,"13.9"
"2018-06-15 17:15:00","14.0",,,"14.0","14.0",,,"76",,,"9.8",,,"724.5",,,,,"6.3","103","15.4",,,,,,"240",,,"0.0","4.8",,,,,,"6.7",,"13.9"
"2018-06-15 17:30:00","15.2",,,"15.2","15.2",,,"75",,,"10.8",,,"724.8",,,,,"1.0","133","7.9",,,,,,"191",,,"0.0","4.8",,,,,,"6.7",,"13.9"
"2018-06-15 17:45:00","14.7",,,"14.7","14.7",,,"72",,,"9.7",,,"725.1",,,,,"4.3","62","9.8",,,,,,"131",,,"0.0","4.8",,,,,,"6.8",,"13.9"
"2018-06-15 18:00:00","14.6",,,"14.6","14.6",,,"70",,,"9.2",,,"725.3",,,,,"1.9","140","10.9",,,,,,"105",,,"0.0","4.8",,,,,,"6.8",,"13.9"
"2018-06-15 18:15:00","14.6",,,"14.6","14.6",,,"70",,,"9.2",,,"725.4",,,,,"6.6","98","10.9",,,,,,"94",,,"0.0","4.8",,,,,,"6.7",,"13.9"
"2018-06-15 18:30:00","14.4",,,"14.4","14.4",,,"72",,,"9.4",,,"725.5",,,,,"10.0","74","15.4",,,,,,"76",,,"0.0","4.8",,,,,,"6.7",,"13.9"
"2018-06-15 18:45:00","14.7",,,"14.7","14.7",,,"70",,,"9.3",,,"725.6",,,,,"9.3","87","15.4",,,,,,"63",,,"0.0","4.8",,,,,,"6.7",,"13.9"
"2018-06-15 19:00:00","15.0",,,"15.0","15.0",,,"66",,,"8.7",,,"725.5",,,,,"10.9","73","18.3",,,,,,"39",,,"0.0","4.8",,,,,,"6.7",,"13.9"
"2018-06-15 19:15:00","15.2",,,"15.2","15.2",,,"63",,,"8.2",,,"725.6",,,,,"10.1","75","16.9",,,,,,"17",,,"0.0","4.8",,,,,,"6.7",,"13.4"
"2018-06-15 19:30:00","14.7",,,"14.7","14.7",,,"66",,,"8.4",,,"725.8",,,,,"9.7","97","16.6",,,,,,"1",,,"0.0","4.8",,,,,,"6.6",,"13.2"
"2018-06-15 19:45:00","14.4",,,"14.4","14.4",,,"66",,,"8.2",,,"725.9",,,,,"8.5","91","13.2",,,,,,"0",,,"0.0","4.8",,,,,,"6.6",,"13.1"
"2018-06-15 20:00:00","14.3",,,"14.3","14.3",,,"66",,,"8.0",,,"726.0",,,,,"6.8","90","12.4",,,,,,"0",,,"0.0","4.8",,,,,,"6.6",,"13.1"
"2018-06-15 20:15:00","14.4",,,"14.4","14.4",,,"65",,,"7.9",,,"726.1",,,,,"7.9","111","9.3",,,,,,"0",,,"0.0","4.8",,,,,,"6.6",,"13.1"
